350,0,281,332,329,424,208,337,280,0,263,0,366,252,0,84,203,0,92,408,0,0,17,190,0,197,323,5,185,0,0,92,274,281,90,358
0,0,228,348,289,265,177,285,296,0,210,0,313,202,0,85,195,0,70,349,0,0,28,149,0,199,235,36,131,0,0,81,222,223,153,250
0,0,235,257,282,228,188,264,294,0,214,54,287,209,0,78,183,0,69,363,0,0,19,153,0,246,236,12,150,0,0,78,228,237,340,239
0,0,214,257,262,234,177,259,303,0,211,56,285,214,0,95,203,0,75,362,0,0,31,147,0,225,220,38,152,0,0,87,239,239,0,276
211,0,294,337,316,290,213,305,355,125,274,59,353,270,0,54,251,0,98,428,0,0,22,203,0,281,288,17,197,0,0,103,317,306,70,341
0,0,201,226,277,284,188,249,132,0,217,55,277,215,0,56,179,0,77,347,0,0,23,153,0,271,225,21,135,0,0,84,233,254,0,262
364,0,228,258,360,321,234,322,0,0,274,55,413,277,0,58,262,0,73,456,0,0,17,172,0,359,250,9,157,0,0,110,297,287,0,273
0,0,224,258,287,230,205,267,0,0,219,55,286,209,0,59,177,0,81,334,0,0,17,189,0,219,239,6,130,0,0,87,231,219,0,283
62,0,233,231,300,249,223,262,252,32,226,55,262,216,0,66,183,0,69,323,0,0,18,207,0,174,244,5,147,0,0,84,227,237,288,220
124,0,318,313,321,355,248,355,330,0,293,55,342,276,0,67,245,0,111,424,0,0,18,222,78,192,304,8,194,0,0,110,319,291,378,328
0,0,268,289,259,292,209,285,261,125,241,62,263,223,0,70,181,0,78,328,0,0,21,172,0,128,264,6,154,0,0,82,233,229,296,218
0,0,255,239,273,229,195,274,274,34,237,57,269,221,0,75,171,0,66,355,0,0,16,176,274,119,263,6,170,0,0,78,226,206,258,256
52,0,309,295,337,312,228,364,330,28,309,50,356,278,0,92,234,0,114,406,51,0,15,248,134,162,333,5,192,0,0,98,265,299,327,298
0,0,244,289,228,210,184,285,274,0,251,73,269,217,0,74,176,0,82,315,48,0,15,162,0,215,240,5,154,0,0,83,201,243,242,226
62,0,254,228,235,235,199,281,264,0,251,66,256,229,0,74,204,0,74,315,48,0,19,145,71,176,249,11,160,0,0,83,190,255,319,248
0,0,313,295,305,233,233,348,314,98,307,55,351,298,0,80,250,0,86,407,0,0,18,194,0,230,287,10,205,0,0,108,242,304,331,330
0,0,245,230,256,207,188,273,281,62,246,61,290,227,0,100,177,0,71,313,0,0,21,165,0,211,236,8,172,0,0,88,182,260,251,314
0,0,249,223,243,255,178,287,245,0,258,44,274,233,0,68,207,0,79,316,0,0,17,169,74,200,236,10,165,0,0,92,192,278,285,251
0,0,264,249,306,299,212,371,323,0,332,44,408,295,0,55,274,0,130,408,0,0,17,196,0,305,276,5,180,0,0,114,257,345,0,341
0,0,249,230,260,245,185,299,262,32,261,44,268,224,0,53,213,0,139,323,0,0,16,186,78,229,253,5,161,0,0,93,191,272,195,288
97,0,335,293,322,387,270,393,291,0,341,44,323,297,0,78,265,0,247,423,67,0,20,216,127,176,313,4,205,100,0,106,244,340,335,315
0,0,277,250,261,327,224,317,254,0,275,41,274,240,0,79,213,0,154,333,57,0,20,154,266,138,238,5,167,0,0,81,205,260,293,261
186,0,284,280,247,250,234,312,263,87,277,45,260,249,0,68,205,0,127,343,46,0,16,145,256,119,272,5,179,0,0,85,219,264,227,260
241,0,356,325,312,325,255,399,293,30,348,58,339,296,0,78,227,0,280,436,48,0,14,201,346,131,368,5,247,0,0,105,280,298,333,307
40,0,287,257,276,307,207,325,230,70,288,51,268,236,0,77,186,0,193,323,47,0,18,166,270,120,270,5,186,0,0,85,205,277,236,219
94,0,272,258,235,224,187,312,208,107,288,66,293,312,0,70,217,0,124,318,44,0,14,153,220,138,262,6,174,0,0,94,284,276,223,217
234,0,346,270,334,255,246,381,305,0,359,65,353,367,0,83,249,0,142,388,48,0,16,195,111,202,310,9,218,0,0,114,311,342,306,295
172,0,261,224,226,221,190,302,252,0,289,66,262,283,0,81,216,0,121,293,46,0,20,163,0,149,246,8,185,0,0,91,213,277,213,258
0,0,276,225,229,211,201,292,242,93,288,55,268,259,0,80,239,0,108,288,52,0,19,180,157,171,257,6,179,0,0,87,211,296,256,251
0,0,326,257,283,278,231,369,266,71,386,55,348,321,0,66,303,0,178,375,48,0,18,207,138,222,314,5,222,0,0,113,282,382,158,290
0,0,234,191,226,193,175,284,212,0,322,38,337,261,0,59,246,0,141,331,48,0,16,154,0,269,232,5,165,0,0,95,226,306,0,222
0,0,274,225,227,240,210,312,199,0,305,38,277,260,0,70,245,0,142,315,62,0,18,201,290,192,273,5,182,0,0,93,236,281,53,248
170,0,353,291,295,300,307,406,272,0,393,39,323,325,0,85,265,0,178,385,39,0,16,240,276,179,348,6,257,0,0,112,290,383,311,281
168,0,315,253,226,242,234,332,220,47,326,57,294,266,0,82,226,0,118,322,40,0,16,171,237,123,275,4,193,0,0,90,233,324,209,240
211,0,321,285,247,202,273,344,225,86,333,57,275,266,0,86,216,0,100,321,38,0,15,159,237,134,288,5,202,0,0,94,247,279,219,237
238,0,413,314,307,254,267,419,288,115,411,56,356,351,0,67,277,0,101,438,54,0,11,227,337,144,382,5,287,0,0,115,309,328,325,296
174,0,321,261,243,274,223,328,209,104,346,39,274,279,0,88,230,0,95,326,70,0,16,174,220,117,289,6,210,0,0,98,225,301,213,245
172,0,315,293,244,218,244,335,234,85,344,48,285,277,0,81,223,0,83,335,43,0,27,174,204,135,284,20,216,0,0,103,221,305,249,223
240,0,370,300,343,220,366,395,310,95,435,60,353,389,0,82,283,0,95,380,43,0,21,207,296,208,363,12,267,0,0,127,263,382,311,314
159,0,290,262,260,198,239,320,250,0,347,50,306,314,0,78,244,0,77,321,43,0,25,176,233,192,271,17,213,0,0,109,212,317,221,251
171,0,311,257,272,211,232,311,251,51,352,51,274,280,0,84,234,0,74,301,59,0,23,197,247,197,274,12,222,0,0,103,213,328,219,242
241,0,360,275,307,286,258,378,298,50,431,44,374,355,0,69,334,0,107,392,49,0,20,233,345,255,339,7,260,0,0,137,272,414,241,282
230,0,261,207,261,202,200,303,204,0,375,54,371,293,0,52,289,0,77,337,56,0,21,170,268,349,264,5,190,0,0,122,219,338,0,205
366,0,367,294,342,248,338,422,296,0,437,40,371,340,0,93,305,0,112,390,55,0,17,260,317,259,374,4,253,0,0,193,280,377,162,331
