Web Search interest: 6
Denmark 2010-2014

Interest over time
Week,6
2010-01-03 - 2010-01-09,23
2010-01-10 - 2010-01-16,22
2010-01-17 - 2010-01-23,22
2010-01-24 - 2010-01-30,23
2010-01-31 - 2010-02-06,26
2010-02-07 - 2010-02-13,34
2010-02-14 - 2010-02-20,27
2010-02-21 - 2010-02-27,29
2010-02-28 - 2010-03-06,29
2010-03-07 - 2010-03-13,25
2010-03-14 - 2010-03-20,27
2010-03-21 - 2010-03-27,27
2010-03-28 - 2010-04-03,27
2010-04-04 - 2010-04-10,29
2010-04-11 - 2010-04-17,27
2010-04-18 - 2010-04-24,26
2010-04-25 - 2010-05-01,28
2010-05-02 - 2010-05-08,26
2010-05-09 - 2010-05-15,28
2010-05-16 - 2010-05-22,26
2010-05-23 - 2010-05-29,27
2010-05-30 - 2010-06-05,23
2010-06-06 - 2010-06-12,24
2010-06-13 - 2010-06-19,21
2010-06-20 - 2010-06-26,19
2010-06-27 - 2010-07-03,21
2010-07-04 - 2010-07-10,22
2010-07-11 - 2010-07-17,23
2010-07-18 - 2010-07-24,23
2010-07-25 - 2010-07-31,23
2010-08-01 - 2010-08-07,23
2010-08-08 - 2010-08-14,22
2010-08-15 - 2010-08-21,21
2010-08-22 - 2010-08-28,21
2010-08-29 - 2010-09-04,22
2010-09-05 - 2010-09-11,23
2010-09-12 - 2010-09-18,21
2010-09-19 - 2010-09-25,23
2010-09-26 - 2010-10-02,22
2010-10-03 - 2010-10-09,21
2010-10-10 - 2010-10-16,20
2010-10-17 - 2010-10-23,24
2010-10-24 - 2010-10-30,24
2010-10-31 - 2010-11-06,24
2010-11-07 - 2010-11-13,24
2010-11-14 - 2010-11-20,24
2010-11-21 - 2010-11-27,24
2010-11-28 - 2010-12-04,21
2010-12-05 - 2010-12-11,22
2010-12-12 - 2010-12-18,21
2010-12-19 - 2010-12-25,20
2010-12-26 - 2011-01-01,21
2011-01-02 - 2011-01-08,22
2011-01-09 - 2011-01-15,21
2011-01-16 - 2011-01-22,20
2011-01-23 - 2011-01-29,22
2011-01-30 - 2011-02-05,23
2011-02-06 - 2011-02-12,25
2011-02-13 - 2011-02-19,24
2011-02-20 - 2011-02-26,22
2011-02-27 - 2011-03-05,22
2011-03-06 - 2011-03-12,22
2011-03-13 - 2011-03-19,21
2011-03-20 - 2011-03-26,20
2011-03-27 - 2011-04-02,21
2011-04-03 - 2011-04-09,22
2011-04-10 - 2011-04-16,22
2011-04-17 - 2011-04-23,23
2011-04-24 - 2011-04-30,20
2011-05-01 - 2011-05-07,24
2011-05-08 - 2011-05-14,21
2011-05-15 - 2011-05-21,23
2011-05-22 - 2011-05-28,21
2011-05-29 - 2011-06-04,20
2011-06-05 - 2011-06-11,22
2011-06-12 - 2011-06-18,21
2011-06-19 - 2011-06-25,21
2011-06-26 - 2011-07-02,21
2011-07-03 - 2011-07-09,24
2011-07-10 - 2011-07-16,22
2011-07-17 - 2011-07-23,22
2011-07-24 - 2011-07-30,22
2011-07-31 - 2011-08-06,25
2011-08-07 - 2011-08-13,24
2011-08-14 - 2011-08-20,24
2011-08-21 - 2011-08-27,23
2011-08-28 - 2011-09-03,22
2011-09-04 - 2011-09-10,24
2011-09-11 - 2011-09-17,21
2011-09-18 - 2011-09-24,23
2011-09-25 - 2011-10-01,21
2011-10-02 - 2011-10-08,22
2011-10-09 - 2011-10-15,23
2011-10-16 - 2011-10-22,25
2011-10-23 - 2011-10-29,25
2011-10-30 - 2011-11-05,25
2011-11-06 - 2011-11-12,23
2011-11-13 - 2011-11-19,22
2011-11-20 - 2011-11-26,21
2011-11-27 - 2011-12-03,22
2011-12-04 - 2011-12-10,24
2011-12-11 - 2011-12-17,21
2011-12-18 - 2011-12-24,22
2011-12-25 - 2011-12-31,23
2012-01-01 - 2012-01-07,23
2012-01-08 - 2012-01-14,21
2012-01-15 - 2012-01-21,22
2012-01-22 - 2012-01-28,22
2012-01-29 - 2012-02-04,24
2012-02-05 - 2012-02-11,25
2012-02-12 - 2012-02-18,22
2012-02-19 - 2012-02-25,22
2012-02-26 - 2012-03-03,22
2012-03-04 - 2012-03-10,22
2012-03-11 - 2012-03-17,21
2012-03-18 - 2012-03-24,22
2012-03-25 - 2012-03-31,21
2012-04-01 - 2012-04-07,25
2012-04-08 - 2012-04-14,22
2012-04-15 - 2012-04-21,21
2012-04-22 - 2012-04-28,22
2012-04-29 - 2012-05-05,22
2012-05-06 - 2012-05-12,24
2012-05-13 - 2012-05-19,21
2012-05-20 - 2012-05-26,19
2012-05-27 - 2012-06-02,21
2012-06-03 - 2012-06-09,23
2012-06-10 - 2012-06-16,25
2012-06-17 - 2012-06-23,23
2012-06-24 - 2012-06-30,23
2012-07-01 - 2012-07-07,25
2012-07-08 - 2012-07-14,24
2012-07-15 - 2012-07-21,23
2012-07-22 - 2012-07-28,24
2012-07-29 - 2012-08-04,23
2012-08-05 - 2012-08-11,25
2012-08-12 - 2012-08-18,25
2012-08-19 - 2012-08-25,26
2012-08-26 - 2012-09-01,26
2012-09-02 - 2012-09-08,27
2012-09-09 - 2012-09-15,29
2012-09-16 - 2012-09-22,48
2012-09-23 - 2012-09-29,35
2012-09-30 - 2012-10-06,31
2012-10-07 - 2012-10-13,32
2012-10-14 - 2012-10-20,28
2012-10-21 - 2012-10-27,28
2012-10-28 - 2012-11-03,29
2012-11-04 - 2012-11-10,28
2012-11-11 - 2012-11-17,26
2012-11-18 - 2012-11-24,26
2012-11-25 - 2012-12-01,26
2012-12-02 - 2012-12-08,26
2012-12-09 - 2012-12-15,26
2012-12-16 - 2012-12-22,27
2012-12-23 - 2012-12-29,27
2012-12-30 - 2013-01-05,28
2013-01-06 - 2013-01-12,28
2013-01-13 - 2013-01-19,28
2013-01-20 - 2013-01-26,28
2013-01-27 - 2013-02-02,28
2013-02-03 - 2013-02-09,34
2013-02-10 - 2013-02-16,28
2013-02-17 - 2013-02-23,29
2013-02-24 - 2013-03-02,26
2013-03-03 - 2013-03-09,27
2013-03-10 - 2013-03-16,26
2013-03-17 - 2013-03-23,28
2013-03-24 - 2013-03-30,26
2013-03-31 - 2013-04-06,29
2013-04-07 - 2013-04-13,27
2013-04-14 - 2013-04-20,26
2013-04-21 - 2013-04-27,26
2013-04-28 - 2013-05-04,26
2013-05-05 - 2013-05-11,27
2013-05-12 - 2013-05-18,28
2013-05-19 - 2013-05-25,35
2013-05-26 - 2013-06-01,31
2013-06-02 - 2013-06-08,30
2013-06-09 - 2013-06-15,28
2013-06-16 - 2013-06-22,28
2013-06-23 - 2013-06-29,27
2013-06-30 - 2013-07-06,29
2013-07-07 - 2013-07-13,29
2013-07-14 - 2013-07-20,30
2013-07-21 - 2013-07-27,28
2013-07-28 - 2013-08-03,28
2013-08-04 - 2013-08-10,30
2013-08-11 - 2013-08-17,29
2013-08-18 - 2013-08-24,27
2013-08-25 - 2013-08-31,27
2013-09-01 - 2013-09-07,28
2013-09-08 - 2013-09-14,30
2013-09-15 - 2013-09-21,27
2013-09-22 - 2013-09-28,27
2013-09-29 - 2013-10-05,25
2013-10-06 - 2013-10-12,26
2013-10-13 - 2013-10-19,26
2013-10-20 - 2013-10-26,26
2013-10-27 - 2013-11-02,25
2013-11-03 - 2013-11-09,27
2013-11-10 - 2013-11-16,26
2013-11-17 - 2013-11-23,28
2013-11-24 - 2013-11-30,26
2013-12-01 - 2013-12-07,30
2013-12-08 - 2013-12-14,27
2013-12-15 - 2013-12-21,26
2013-12-22 - 2013-12-28,28
2013-12-29 - 2014-01-04,28
2014-01-05 - 2014-01-11,28
2014-01-12 - 2014-01-18,27
2014-01-19 - 2014-01-25,27
2014-01-26 - 2014-02-01,29
2014-02-02 - 2014-02-08,31
2014-02-09 - 2014-02-15,29
2014-02-16 - 2014-02-22,28
2014-02-23 - 2014-03-01,29
2014-03-02 - 2014-03-08,28
2014-03-09 - 2014-03-15,27
2014-03-16 - 2014-03-22,28
2014-03-23 - 2014-03-29,28
2014-03-30 - 2014-04-05,26
2014-04-06 - 2014-04-12,28
2014-04-13 - 2014-04-19,28
2014-04-20 - 2014-04-26,28
2014-04-27 - 2014-05-03,27
2014-05-04 - 2014-05-10,29
2014-05-11 - 2014-05-17,30
2014-05-18 - 2014-05-24,29
2014-05-25 - 2014-05-31,30
2014-06-01 - 2014-06-07,32
2014-06-08 - 2014-06-14,29
2014-06-15 - 2014-06-21,28
2014-06-22 - 2014-06-28,29
2014-06-29 - 2014-07-05,29
2014-07-06 - 2014-07-12,30
2014-07-13 - 2014-07-19,31
2014-07-20 - 2014-07-26,33
2014-07-27 - 2014-08-02,32
2014-08-03 - 2014-08-09,36
2014-08-10 - 2014-08-16,34
2014-08-17 - 2014-08-23,37
2014-08-24 - 2014-08-30,38
2014-08-31 - 2014-09-06,45
2014-09-07 - 2014-09-13,100
2014-09-14 - 2014-09-20,62
2014-09-21 - 2014-09-27,70
2014-09-28 - 2014-10-04,58
2014-10-05 - 2014-10-11,50
2014-10-12 - 2014-10-18,49
2014-10-19 - 2014-10-25,45
2014-10-26 - 2014-11-01,44
2014-11-02 - 2014-11-08,45
2014-11-09 - 2014-11-15,43
2014-11-16 - 2014-11-22,43
2014-11-23 - 2014-11-29,44
2014-11-30 - 2014-12-06,45
2014-12-07 - 2014-12-13,44
2014-12-14 - 2014-12-20,44
2014-12-21 - 2014-12-27,47
2014-12-28 - 2015-01-03,43


Top subregions for 6
Subregion,6
Capital Region of Denmark,100
Syddanmark,90
Central Denmark Region,89
Region Zealand,88
North Denmark Region,88


Top cities for 6
City,6
Taastrup,100
Greve Strand,79
Juelsminde,77
Brondby,67
Ringsted,66
Fanø,66
Thisted,65
Frederikshavn,65
Skanderborg,65
Rodovre,64
Birkerød,64
Horsholm,64
Hellerup,62
Nykobing Falster,61
Helsingor,60



Top searches for 6
iphone 6,100
iphone,100
side 6,20
ios 6,20
mazda 6,20
mazda,15
fast and furious,15
6 tv,15
kanal 6,15
6 ugers selvvalgt,10
paradise hotel,5
heroes 6,5
paradise hotel 6,5
uge 6,5
golf 6,5
iphone 5,5
iphone 6 plus,5
iphone 6 cover,5
java 6,5
iphone 5s,5
iphone 6 pris,5
gossip girl,5
apple iphone 6,5
6 feet,5
line 6,5
6 pack,5
gran turismo 6,5
6 på date,5
breaking bad,5
iphone 6 release,5
resident evil 6,5
resident evil,5
iphone 6 danmark,5
kreds 6,5
dexter,5
harry potter 6,5
nexus 6,5
6 eren,5
baby 6 måneder,5
tekken 6,5
dexter season 6,0
jailbreak ios 6,0
omega 6,0
teamviewer 6,0
teamviewer,0
californication,0
the vampire diaries,0
6 dagesløb,0
californication season 6,0



Rising searches for 6
fast and furious,Breakout
ios 6,Breakout
iphone,Breakout
iphone 5,Breakout
iphone 6,Breakout
6 ugers selvvalgt,+800%
paradise hotel,+400%
paradise hotel 6,+400%
heroes 6,+250%
uge 6,+80%



